N-mer Name,Non-Additive MB Energy (kJ/mol),Num. Rep. (#), N-mer Contribution (kJ/mol),Partial Crys. Lattice Ener. (kJ/mol),Calculation Priority (Arb. Units),Minimum Monomer Separations (A)
3mer-0+34+95,0.00000079,3,0.00000079,-76.42732540,8.728309e-13,10.117 11.150 13.747 
3mer-0+5+137,0.00000446,4,0.00000595,-76.42731945,7.106988e-12, 4.956 11.312 13.747 
3mer-0+1+137,-0.00100714,4,-0.00134286,-76.42866230,4.807038e-11, 2.544 11.654 13.747 
3mer-0+43+137,0.00004726,3,0.00004726,-76.42861504,1.246335e-12, 8.595 11.654 13.747 
3mer-0+40+75,0.00003308,3,0.00003308,-76.42858196,1.500990e-12, 7.992 11.780 13.747 
3mer-0+82+137,0.00001785,3,0.00001785,-76.42856411,4.064287e-13,11.855 12.275 13.747 
3mer-0+99+137,0.00005172,3,0.00005172,-76.42851239,3.986150e-13,12.099 12.106 13.747 
3mer-0+64+76,-0.00001549,3,-0.00001549,-76.42852788,5.951740e-13,10.429 12.288 13.747 
3mer-0+14+71,0.00002862,3,0.00002862,-76.42849926,4.330770e-12, 5.382 12.288 13.747 
3mer-0+10+137,-0.00003124,3,-0.00003124,-76.42853050,2.098764e-12, 6.746 12.481 13.747 
3mer-0+12+103,-0.00000341,3,-0.00000341,-76.42853392,3.704206e-12, 5.156 13.512 13.747 
3mer-0+7+137,-0.00095227,3,-0.00095227,-76.42948618,2.561318e-11, 2.680 13.648 13.747 
3mer-0+21+137,0.00052169,3,0.00052169,-76.42896450,3.750594e-12, 5.059 13.713 13.747 
3mer-0+12+123,-0.00067397,4,-0.00089862,-76.42986312,2.145622e-11, 5.156  7.489 13.810 
3mer-0+21+123,-0.00072201,4,-0.00096268,-76.43082580,2.256401e-11, 5.059  7.505 13.810 
3mer-0+8+123,-0.00016357,4,-0.00021809,-76.43104389,9.014325e-12, 6.194  8.324 13.810 
3mer-0+8+66,0.00027883,4,0.00037177,-76.43067212,9.014325e-12, 6.194  8.324 13.810 
3mer-0+34+43,0.00004621,3,0.00004621,-76.43062591,1.879110e-12, 8.595 10.117 13.810 
3mer-0+1+123,0.00176539,4,0.00235385,-76.42827207,1.181873e-10, 2.544  8.595 13.810 
3mer-0+39+55,-0.00005724,3,-0.00005724,-76.42832930,1.549792e-12, 9.561  9.698 13.810 
3mer-0+37+123,-0.00000105,4,-0.00000140,-76.42833070,7.323217e-12, 5.514 10.021 13.810 
3mer-0+57+123,0.00002389,3,0.00002389,-76.42830681,7.047415e-13,10.429 11.562 13.810 
3mer-0+15+134,-0.00009268,4,-0.00012357,-76.42843038,4.602120e-12, 6.186 10.429 13.810 
3mer-0+6+123,-0.00430529,3,-0.00430529,-76.43273568,5.177610e-11, 2.680 10.744 13.810 
3mer-0+7+72,-0.00017486,3,-0.00017486,-76.43291054,5.177610e-11, 2.680 10.744 13.810 
3mer-0+71+90,0.00005120,3,0.00005120,-76.43285934,4.980046e-13,11.016 12.288 13.810 
3mer-0+14+123,-0.00003886,4,-0.00005181,-76.43291115,5.928668e-12, 5.382 11.016 13.810 
3mer-0+5+123,-0.00004306,4,-0.00005741,-76.43296856,6.415331e-12, 4.956 11.651 13.810 
3mer-0+27+75,0.00008402,3,0.00008402,-76.43288454,1.799280e-12, 7.489 11.780 13.810 
3mer-0+18+123,-0.00000236,4,-0.00000315,-76.43288769,1.762917e-12, 7.492 11.855 13.810 
3mer-0+59+123,-0.00000158,4,-0.00000210,-76.43288979,1.039214e-12, 8.756 12.099 13.810 
3mer-0+2+123,0.00023314,3,0.00023314,-76.43265665,3.818571e-11, 2.632 12.106 13.810 
3mer-0+33+104,-0.00001654,2,-0.00001103,-76.43266768,6.935192e-13,10.013 12.106 13.810 
3mer-0+12+74,-0.00000656,3,-0.00000656,-76.43267424,4.675644e-12, 5.156 12.445 13.810 
3mer-0+54+123,0.00000105,2,0.00000070,-76.43267354,5.587996e-13,10.437 12.481 13.810 
3mer-0+54+163,0.00006275,3,0.00006275,-76.43261079,5.587996e-13,10.437 12.481 13.810 
3mer-0+3+123,0.00161993,3,0.00161993,-76.43099086,2.767627e-11, 2.632 13.478 13.810 
3mer-0+33+123,0.00001339,2,0.00000893,-76.43098193,5.026494e-13,10.013 13.478 13.810 
3mer-0+45+123,0.00000866,3,0.00000866,-76.43097327,9.797371e-13, 7.916 13.648 13.810 
3mer-0+48+149,-0.00006249,3,-0.00006249,-76.43103575,9.797371e-13, 7.916 13.648 13.810 
3mer-0+8+106,0.00028224,4,0.00037632,-76.43065943,3.721505e-11, 5.156  6.194 13.898 
3mer-0+10+50,0.00065480,4,0.00087307,-76.42978637,2.880714e-11, 5.156  6.746 13.898 
3mer-0+8+79,-0.00087665,4,-0.00116887,-76.43095524,1.214702e-11, 6.194  7.489 13.898 
3mer-0+10+114,0.00045342,4,0.00060457,-76.43035067,9.402669e-12, 6.746  7.489 13.898 
3mer-0+1+124,-0.00215186,4,-0.00286915,-76.43321982,1.741637e-10, 2.544  7.505 13.898 
3mer-0+33+78,0.00004673,3,0.00004673,-76.43317309,2.093299e-12, 8.324 10.013 13.898 
3mer-0+33+114,-0.00012970,3,-0.00012970,-76.43330279,2.093299e-12, 8.324 10.013 13.898 
3mer-0+33+66,-0.00000184,3,-0.00000184,-76.43330462,2.093299e-12, 8.324 10.013 13.898 
3mer-0+33+106,0.00004857,3,0.00004857,-76.43325605,2.093299e-12, 8.324 10.013 13.898 
3mer-0+5+87,-0.00023262,4,-0.00031016,-76.43356621,1.567808e-11, 4.956  8.595 13.898 
3mer-0+5+106,-0.00002625,4,-0.00003501,-76.43360122,1.567808e-11, 4.956  8.595 13.898 
3mer-0+54+120,-0.00010423,3,-0.00010423,-76.43370545,1.588251e-12, 8.756 10.437 13.898 
3mer-0+52+112,-0.00002993,3,-0.00002993,-76.43373538,1.417669e-12, 8.756 10.840 13.898 
3mer-0+1+106,-0.00241572,4,-0.00322096,-76.43695634,1.064735e-10, 2.544  8.843 13.898 
3mer-0+15+152,-0.00002310,4,-0.00003081,-76.43698715,7.051694e-12, 6.186  8.989 13.898 
3mer-0+28+114,0.00008428,3,0.00008428,-76.43690287,8.897152e-12, 5.382  9.561 13.898 
3mer-0+15+114,0.00030771,4,0.00041028,-76.43649259,5.089076e-12, 6.186 10.021 13.898 
3mer-0+21+34,0.00023971,3,0.00023971,-76.43625288,9.039816e-12, 5.059 10.117 13.898 
3mer-0+21+106,-0.00038962,3,-0.00038962,-76.43664251,9.039816e-12, 5.059 10.117 13.898 
3mer-0+26+114,0.00004726,4,0.00006301,-76.43657950,1.705618e-12, 8.557 10.429 13.898 
3mer-0+26+106,-0.00008323,4,-0.00011097,-76.43669047,1.705618e-12, 8.557 10.429 13.898 
3mer-0+2+114,0.00085250,3,0.00085250,-76.43583797,5.360542e-11, 2.632 10.744 13.898 
3mer-0+3+114,0.00110297,3,0.00110297,-76.43473500,5.360542e-11, 2.632 10.744 13.898 
3mer-0+18+114,0.00000315,4,0.00000420,-76.43473080,2.155861e-12, 7.492 11.016 13.898 
3mer-0+18+106,-0.00004122,3,-0.00004122,-76.43477202,2.155861e-12, 7.492 11.016 13.898 
3mer-0+106+137,-0.00000184,3,-0.00000184,-76.43477385,3.366495e-13,11.150 13.747 13.898 
3mer-0+2+106,-0.00151885,3,-0.00151885,-76.43629271,4.346451e-11, 2.632 11.522 13.898 
3mer-0+3+106,-0.00127022,3,-0.00127022,-76.43756292,4.346451e-11, 2.632 11.522 13.898 
3mer-0+106+108,-0.00000499,3,-0.00000499,-76.43756791,3.275628e-13,11.654 13.272 13.898 
3mer-0+55+114,0.00004463,3,0.00004463,-76.43752328,8.599617e-13, 9.698 11.562 13.898 
3mer-0+37+106,-0.00007299,3,-0.00007299,-76.43759627,4.678687e-12, 5.514 11.562 13.898 
3mer-0+34+139,0.00001365,3,0.00001365,-76.43758261,7.402600e-13,10.117 11.651 13.898 
3mer-0+34+106,0.00006669,3,0.00006669,-76.43751593,7.402600e-13,10.117 11.651 13.898 
3mer-0+6+75,0.00173257,3,0.00173257,-76.43578336,3.854121e-11, 2.680 11.780 13.898 
3mer-0+7+63,0.00308470,3,0.00308470,-76.43269866,3.854121e-11, 2.680 11.780 13.898 
3mer-0+57+114,-0.00001444,3,-0.00001444,-76.43271310,4.707063e-13,11.562 11.855 13.898 
3mer-0+71+106,-0.00001890,3,-0.00001890,-76.43273200,3.920579e-13,11.855 12.288 13.898 
3mer-0+52+114,0.00005041,3,0.00005041,-76.43268159,5.373435e-13,10.840 12.099 13.898 
3mer-0+54+106,0.00006669,3,0.00006669,-76.43261491,6.020000e-13,10.437 12.099 13.898 
3mer-0+9+114,-0.00006879,3,-0.00006879,-76.43268369,2.875188e-12, 6.194 12.106 13.898 
3mer-0+10+106,0.00009294,3,0.00009294,-76.43259075,2.225603e-12, 6.746 12.106 13.898 
3mer-0+14+106,0.00067554,3,0.00067554,-76.43191521,4.204141e-12, 5.382 12.275 13.898 
3mer-0+37+71,-0.00022579,3,-0.00022579,-76.43214100,3.896944e-12, 5.514 12.288 13.898 
3mer-0+55+76,0.00000814,3,0.00000814,-76.43213286,7.162743e-13, 9.698 12.288 13.898 
3mer-0+7+114,-0.00069549,3,-0.00069549,-76.43282836,3.269031e-11, 2.680 12.445 13.898 
3mer-0+6+106,0.00180687,3,0.00180687,-76.43102149,3.269031e-11, 2.680 12.445 13.898 
3mer-0+89+114,-0.00000919,3,-0.00000919,-76.43103068,2.527183e-13,12.481 13.512 13.898 
3mer-0+89+106,0.00001313,3,0.00001313,-76.43101755,2.527183e-13,12.481 13.512 13.898 
3mer-0+103+106,0.00000788,2,0.00000525,-76.43101230,2.527183e-13,12.481 13.512 13.898 
3mer-0+89+126,0.00002809,2,0.00001873,-76.43099357,2.527183e-13,12.481 13.512 13.898 
3mer-0+8+114,-0.00006537,3,-0.00006537,-76.43105895,2.083881e-12, 6.194 13.478 13.898 
3mer-0+20+106,0.00004962,3,0.00004962,-76.43100932,1.613074e-12, 6.746 13.478 13.898 
3mer-0+40+114,0.00003833,3,0.00003833,-76.43097099,9.341009e-13, 7.992 13.648 13.898 
3mer-0+42+114,0.00002048,3,0.00002048,-76.43095051,9.341009e-13, 7.992 13.648 13.898 
3mer-0+1+114,0.00035260,3,0.00035260,-76.43059791,2.795393e-11, 2.544 13.810 13.898 
3mer-0+12+41,0.00004148,2,0.00002766,-76.43057025,5.092253e-11, 5.156  5.514 14.062 
3mer-0+17+37,0.00078791,2,0.00052527,-76.43004498,5.092253e-11, 5.156  5.514 14.062 
3mer-0+43+48,-0.00017722,2,-0.00011815,-76.43016313,3.715362e-12, 7.916  8.595 14.062 
3mer-0+15+60,-0.00032871,2,-0.00021914,-76.43038227,8.571593e-12, 6.186  8.324 14.062 
3mer-0+14+66,-0.00031506,2,-0.00021004,-76.43059231,1.301540e-11, 5.382  8.324 14.062 
3mer-0+45+53,-0.00017538,2,-0.00011692,-76.43070923,3.715362e-12, 7.916  8.595 14.062 
3mer-0+32+59,-0.00005251,2,-0.00003501,-76.43074424,2.520851e-12, 8.756  8.843 14.062 
3mer-0+21+68,-0.00034893,2,-0.00023262,-76.43097686,1.346120e-11, 5.059  8.756 14.062 
3mer-0+21+120,-0.00077190,2,-0.00051460,-76.43149145,1.346120e-11, 5.059  8.756 14.062 
3mer-0+22+68,-0.00008612,2,-0.00005741,-76.43154886,4.123473e-12, 7.505  8.756 14.062 
3mer-0+12+44,-0.00011552,2,-0.00007701,-76.43162588,1.175307e-11, 5.156  8.989 14.062 
3mer-0+17+39,0.00005015,1,0.00001672,-76.43160916,9.765918e-12, 5.156  9.561 14.062 
3mer-0+10+64,-0.00001024,2,-0.00000683,-76.43161599,3.361351e-12, 6.746 10.429 14.062 
3mer-0+6+138,0.00313747,2,0.00209165,-76.42952434,5.362824e-11, 2.680 10.429 14.062 
3mer-0+53+54,-0.00009478,1,-0.00003159,-76.42955594,1.620944e-12, 8.595 10.437 14.062 
3mer-0+15+58,-0.00013679,1,-0.00004560,-76.42960153,3.986544e-12, 6.186 10.744 14.062 
3mer-0+43+52,-0.00004831,1,-0.00001610,-76.42961763,1.446850e-12, 8.595 10.840 14.062 
3mer-0+6+77,0.00323593,2,0.00215729,-76.42746035,4.549847e-11, 2.680 11.016 14.062 
3mer-0+9+77,-0.00008008,2,-0.00005339,-76.42751373,3.684136e-12, 6.194 11.016 14.062 
3mer-0+78+151,0.00002205,2,0.00001470,-76.42749903,1.463686e-12, 8.324 11.150 14.062 
3mer-0+92+95,-0.00003177,1,-0.00001059,-76.42750962,5.519618e-13,11.150 11.522 14.062 
3mer-0+31+132,0.00008507,2,0.00005671,-76.42745291,1.924861e-12, 7.489 11.312 14.062 
3mer-0+27+142,-0.00004752,2,-0.00003168,-76.42748459,1.924861e-12, 7.489 11.312 14.062 
3mer-0+14+80,-0.00027305,1,-0.00009102,-76.42757561,4.908158e-12, 5.382 11.522 14.062 
3mer-0+57+80,-0.00001733,1,-0.00000578,-76.42758138,4.949878e-13,11.522 11.562 14.062 
3mer-0+40+139,0.00011526,2,0.00007684,-76.42750455,1.449478e-12, 7.992 11.651 14.062 
3mer-0+42+129,0.00018877,2,0.00012585,-76.42737870,1.449478e-12, 7.992 11.651 14.062 
3mer-0+72+94,-0.00002809,1,-0.00000936,-76.42738806,5.960898e-13,10.744 11.654 14.062 
3mer-0+78+94,0.00005750,2,0.00003833,-76.42734973,1.281672e-12, 8.324 11.654 14.062 
3mer-0+39+75,-0.00002731,1,-0.00000910,-76.42735883,8.189523e-13, 9.561 11.780 14.062 
3mer-0+44+63,-0.00002258,1,-0.00000753,-76.42736636,9.855916e-13, 8.989 11.780 14.062 
3mer-0+2+153,-0.00046104,2,-0.00030736,-76.42767371,3.852009e-11, 2.632 11.855 14.062 
3mer-0+3+160,0.00032320,2,0.00021547,-76.42745825,3.852009e-11, 2.632 11.855 14.062 
3mer-0+16+128,0.00040091,1,0.00013364,-76.42732461,6.286128e-12, 4.716 12.106 14.062 
3mer-0+18+104,-0.00006879,1,-0.00002293,-76.42734754,1.568008e-12, 7.492 12.106 14.062 
3mer-0+19+104,0.00061568,1,0.00020523,-76.42714231,6.286128e-12, 4.716 12.106 14.062 
3mer-0+26+128,0.00000893,1,0.00000298,-76.42713934,1.052477e-12, 8.557 12.106 14.062 
3mer-0+58+71,-0.00004017,1,-0.00001339,-76.42715273,5.084739e-13,10.744 12.288 14.062 
3mer-0+4+119,0.00020846,2,0.00013898,-76.42701375,3.655626e-11, 2.544 12.481 14.062 
3mer-0+1+126,-0.00102106,2,-0.00068070,-76.42769446,3.655626e-11, 2.544 12.481 14.062 
3mer-0+27+147,-0.00003203,1,-0.00001068,-76.42770513,1.191759e-12, 7.489 13.272 14.062 
3mer-0+81+147,-0.00000525,1,-0.00000175,-76.42770688,2.597028e-13,12.445 13.272 14.062 
3mer-0+98+146,0.00008848,1,0.00002949,-76.42767739,3.696117e-13,10.895 13.478 14.062 
3mer-0+113+146,0.00003518,1,0.00001173,-76.42766566,1.853422e-13,13.478 13.713 14.062 
3mer-0+102+127,0.00000840,1,0.00000280,-76.42766286,2.563619e-13,12.308 13.478 14.062 
3mer-0+105+127,0.00008769,1,0.00002923,-76.42763363,3.696117e-13,10.895 13.478 14.062 
3mer-0+4+116,-0.00068788,1,-0.00022929,-76.42786293,2.796289e-11, 2.544 13.648 14.062 
3mer-0+34+116,-0.00003282,1,-0.00001094,-76.42787387,4.445938e-13,10.117 13.648 14.062 
3mer-0+74+137,0.00000053,1,0.00000018,-76.42787369,2.337162e-13,12.445 13.747 14.062 
3mer-0+31+137,0.00007876,1,0.00002625,-76.42784744,1.072508e-12, 7.489 13.747 14.062 
3mer-0+42+123,0.00001785,1,0.00000595,-76.42784148,8.702653e-13, 7.992 13.810 14.062 
3mer-0+103+123,-0.00000499,1,-0.00000166,-76.42784315,1.801004e-13,13.512 13.810 14.062 
3mer-0+52+106,-0.00002836,1,-0.00000945,-76.42785260,3.422122e-13,10.840 13.898 14.062 
3mer-0+54+114,-0.00003807,1,-0.00001269,-76.42786529,3.833893e-13,10.437 13.898 14.062 
3mer-0+12+145,0.00081863,2,0.00054575,-76.42731953,6.050844e-11, 5.156  5.156 14.197 
3mer-0+22+41,0.00011001,4,0.00014668,-76.42717286,1.604609e-11, 5.514  7.505 14.197 
3mer-0+8+145,-0.00020138,4,-0.00026850,-76.42744136,8.297495e-12, 6.194  8.324 14.197 
3mer-0+54+85,0.00003229,3,0.00003229,-76.42740906,1.733943e-12, 8.324 10.437 14.197 
3mer-0+15+87,-0.00035523,4,-0.00047364,-76.42788270,7.566925e-12, 6.186  8.595 14.197 
3mer-0+27+145,-0.00016829,4,-0.00022439,-76.42810710,4.033479e-12, 7.489  8.756 14.197 
3mer-0+21+145,-0.00048651,3,-0.00048651,-76.42859360,1.004599e-11, 5.059  9.561 14.197 
3mer-0+34+64,-0.00003965,3,-0.00003965,-76.42863325,9.683188e-13,10.117 10.429 14.197 
3mer-0+7+58,0.00232330,3,0.00232330,-76.42630994,4.765880e-11, 2.680 10.744 14.197 
3mer-0+48+72,-0.00010528,3,-0.00010528,-76.42641523,1.848430e-12, 7.916 10.744 14.197 
3mer-0+1+145,0.00109142,4,0.00145523,-76.42496000,5.167022e-11, 2.544 11.016 14.197 
3mer-0+47+142,-0.00001050,4,-0.00001400,-76.42497400,7.806458e-13,10.021 11.312 14.197 
3mer-0+26+139,0.00010318,4,0.00013758,-76.42483642,1.147545e-12, 8.557 11.651 14.197 
3mer-0+64+145,-0.00000026,4,-0.00000035,-76.42483677,6.334130e-13,10.429 11.654 14.197 
3mer-0+12+75,-0.00011631,3,-0.00011631,-76.42495308,5.074130e-12, 5.156 11.780 14.197 
3mer-0+5+145,-0.00005514,4,-0.00007351,-76.42502660,5.604970e-12, 4.956 11.855 14.197 
3mer-0+3+145,-0.00000919,3,-0.00000919,-76.42503579,3.514914e-11, 2.632 12.106 14.197 
3mer-0+33+145,-0.00002888,2,-0.00001925,-76.42505504,6.383697e-13,10.013 12.106 14.197 
3mer-0+43+71,-0.00003518,3,-0.00003518,-76.42509022,9.651427e-13, 8.595 12.288 14.197 
3mer-0+59+74,0.00000236,3,0.00000236,-76.42508786,8.789577e-13, 8.756 12.445 14.197 
3mer-0+8+126,0.00004463,3,0.00004463,-76.42504323,2.461399e-12, 6.194 12.481 14.197 
3mer-0+40+145,0.00015228,3,0.00015228,-76.42489095,9.098844e-13, 7.992 13.478 14.197 
3mer-0+89+145,0.00000840,2,0.00000560,-76.42488535,1.882996e-13,13.478 13.512 14.197 
3mer-0+6+145,-0.00062303,3,-0.00062303,-76.42550838,2.325217e-11, 2.680 13.648 14.197 
3mer-0+55+137,0.00006853,3,0.00006853,-76.42543985,4.799805e-13, 9.698 13.747 14.197 
3mer-0+16+145,0.00022369,3,0.00022369,-76.42521616,4.115098e-12, 4.716 13.810 14.197 
3mer-0+14+114,-0.00017538,3,-0.00017538,-76.42539154,2.717612e-12, 5.382 13.898 14.197 
3mer-0+2+145,-0.00018142,1,-0.00006047,-76.42545202,2.242852e-11, 2.632 14.062 14.197 
3mer-0+36+145,-0.00002048,1,-0.00000683,-76.42545884,4.073411e-13,10.013 14.062 14.197 
3mer-0+5+83,0.00072569,2,0.00048379,-76.42497505,7.646112e-11, 4.956  4.956 14.212 
3mer-0+8+101,-0.00058260,4,-0.00077680,-76.42575185,1.554532e-11, 6.194  6.746 14.212 
3mer-0+8+93,0.00040249,4,0.00053665,-76.42521520,1.554532e-11, 6.194  6.746 14.212 
3mer-0+18+93,-0.00015963,4,-0.00021284,-76.42542804,4.301794e-12, 7.492  8.557 14.212 
3mer-0+22+93,-0.00009137,4,-0.00012182,-76.42554986,3.877651e-12, 7.505  8.843 14.212 
3mer-0+39+93,-0.00001497,3,-0.00001497,-76.42556483,1.785864e-12, 8.989  9.561 14.212 
3mer-0+2+93,0.00014755,3,0.00014755,-76.42541727,6.193712e-11, 2.632 10.013 14.212 
3mer-0+3+93,-0.00141383,3,-0.00141383,-76.42683110,6.193712e-11, 2.632 10.013 14.212 
3mer-0+1+93,-0.00037676,3,-0.00037676,-76.42720786,6.650954e-11, 2.544 10.117 14.212 
3mer-0+4+93,-0.00089976,3,-0.00089976,-76.42810762,6.650954e-11, 2.544 10.117 14.212 
3mer-0+52+93,0.00001602,2,0.00001068,-76.42809695,7.827975e-13,10.437 10.840 14.212 
3mer-0+61+93,-0.00000184,2,-0.00000123,-76.42809817,7.827975e-13,10.437 10.840 14.212 
3mer-0+58+93,0.00001024,2,0.00000683,-76.42809134,5.976157e-13,10.744 11.522 14.212 
3mer-0+72+93,-0.00000210,2,-0.00000140,-76.42809274,5.976157e-13,10.744 11.522 14.212 
3mer-0+15+93,-0.00002783,3,-0.00002783,-76.42812057,3.099160e-12, 6.186 11.562 14.212 
3mer-0+23+93,0.00016199,3,0.00016199,-76.42795858,3.099160e-12, 6.186 11.562 14.212 
3mer-0+12+93,-0.00003544,3,-0.00003544,-76.42799403,5.058674e-12, 5.156 11.780 14.212 
3mer-0+17+93,0.00003019,3,0.00003019,-76.42796383,5.058674e-12, 5.156 11.780 14.212 
3mer-0+93+102,0.00000341,2,0.00000228,-76.42796156,2.357781e-13,12.308 13.713 14.212 
3mer-0+47+93,0.00009242,3,0.00009242,-76.42786914,6.090040e-13,10.021 12.275 14.212 
3mer-0+14+93,0.00008927,3,0.00008927,-76.42777987,3.919586e-12, 5.382 12.288 14.212 
3mer-0+28+93,0.00006643,3,0.00006643,-76.42771345,3.919586e-12, 5.382 12.288 14.212 
3mer-0+27+93,0.00014361,3,0.00014361,-76.42756983,1.400494e-12, 7.489 12.445 14.212 
3mer-0+31+93,0.00006721,3,0.00006721,-76.42750262,1.400494e-12, 7.489 12.445 14.212 
3mer-0+93+137,-0.00000578,2,-0.00000385,-76.42750647,1.866684e-13,13.272 13.747 14.212 
3mer-0+40+93,0.00002573,3,0.00002573,-76.42748074,9.002978e-13, 7.992 13.512 14.212 
3mer-0+42+93,-0.00000446,3,-0.00000446,-76.42748520,9.002978e-13, 7.992 13.512 14.212 
3mer-0+43+93,-0.00002363,3,-0.00002363,-76.42750883,6.651031e-13, 8.595 13.898 14.212 
3mer-0+53+93,-0.00000079,3,-0.00000079,-76.42750962,6.651031e-13, 8.595 13.898 14.212 
3mer-0+16+45,-0.00242649,2,-0.00161766,-76.42912728,2.139936e-11, 4.716  7.916 14.296 
3mer-0+16+65,0.00198251,2,0.00132168,-76.42780560,2.139936e-11, 4.716  7.916 14.296 
3mer-0+37+45,0.00079264,2,0.00052843,-76.42727718,1.339291e-11, 5.514  7.916 14.296 
3mer-0+55+65,0.00025730,2,0.00017153,-76.42710564,2.461672e-12, 7.916  9.698 14.296 
3mer-0+15+42,-0.00088873,2,-0.00059249,-76.42769813,9.217021e-12, 6.186  7.992 14.296 
3mer-0+23+42,0.00071492,2,0.00047662,-76.42722152,9.217021e-12, 6.186  7.992 14.296 
3mer-0+14+40,0.00036599,2,0.00024400,-76.42697752,1.399544e-11, 5.382  7.992 14.296 
3mer-0+28+40,-0.00069077,2,-0.00046051,-76.42743803,1.399544e-11, 5.382  7.992 14.296 
3mer-0+15+68,0.00027331,2,0.00018221,-76.42725582,7.009504e-12, 6.186  8.756 14.296 
3mer-0+14+59,0.00030298,2,0.00020199,-76.42705383,1.064347e-11, 5.382  8.756 14.296 
3mer-0+59+64,-0.00008769,2,-0.00005846,-76.42711230,1.462723e-12, 8.756 10.429 14.296 
3mer-0+99+107,-0.00007404,2,-0.00004936,-76.42716165,5.544205e-13,10.429 12.099 14.296 
3mer-0+26+54,-0.00003439,1,-0.00001146,-76.42717312,1.563136e-12, 8.557 10.437 14.296 
3mer-0+39+54,0.00002494,1,0.00000831,-76.42716481,1.120585e-12, 9.561 10.437 14.296 
3mer-0+18+61,0.00006432,1,0.00002144,-76.42714336,2.328801e-12, 7.492 10.437 14.296 
3mer-0+47+61,-0.00001024,1,-0.00000341,-76.42714678,9.732597e-13,10.021 10.437 14.296 
3mer-0+26+86,-0.00012576,1,-0.00004192,-76.42718870,1.395251e-12, 8.557 10.840 14.296 
3mer-0+82+86,-0.00010502,1,-0.00003501,-76.42722370,4.726359e-13,10.840 12.275 14.296 
3mer-0+18+52,-0.00001733,1,-0.00000578,-76.42722948,2.078682e-12, 7.492 10.840 14.296 
3mer-0+44+52,0.00000866,1,0.00000289,-76.42722659,1.203757e-12, 8.989 10.840 14.296 
3mer-0+6+98,-0.00102211,2,-0.00068140,-76.42790800,4.476067e-11, 2.680 10.895 14.296 
3mer-0+11+98,0.00612608,2,0.00408405,-76.42382394,4.476067e-11, 2.680 10.895 14.296 
3mer-0+68+77,-0.00005461,2,-0.00003641,-76.42386035,1.240982e-12, 8.756 11.016 14.296 
3mer-0+88+90,-0.00002757,1,-0.00000919,-76.42386954,4.703732e-13,11.016 12.099 14.296 
3mer-0+3+95,0.00106989,2,0.00071326,-76.42315628,4.406686e-11, 2.632 11.150 14.296 
3mer-0+3+115,-0.00014230,2,-0.00009487,-76.42325115,4.406686e-11, 2.632 11.150 14.296 
3mer-0+12+95,-0.00000788,2,-0.00000525,-76.42325640,5.860854e-12, 5.156 11.150 14.296 
3mer-0+31+115,-0.00030876,2,-0.00020584,-76.42346224,1.912987e-12, 7.489 11.150 14.296 
3mer-0+60+132,-0.00005514,2,-0.00003676,-76.42349900,1.333817e-12, 8.324 11.312 14.296 
3mer-0+6+132,0.00324302,2,0.00216201,-76.42133698,3.999019e-11, 2.680 11.312 14.296 
3mer-0+17+94,0.00010948,2,0.00007299,-76.42126400,5.132036e-12, 5.156 11.654 14.296 
3mer-0+2+94,-0.00073225,2,-0.00048817,-76.42175216,3.858699e-11, 2.632 11.654 14.296 
3mer-0+2+108,0.00095306,1,0.00031769,-76.42143448,3.858699e-11, 2.632 11.654 14.296 
3mer-0+27+108,-0.00013994,1,-0.00004665,-76.42148112,1.675100e-12, 7.489 11.654 14.296 
3mer-0+119+153,0.00001864,2,0.00001243,-76.42146870,3.437312e-13,11.855 12.481 14.296 
3mer-0+23+88,0.00010843,2,0.00007229,-76.42139641,2.656835e-12, 6.186 12.099 14.296 
3mer-0+28+99,-0.00036468,2,-0.00024312,-76.42163953,4.034228e-12, 5.382 12.099 14.296 
3mer-0+8+102,-0.00004017,1,-0.00001339,-76.42165292,2.513873e-12, 6.194 12.308 14.296 
3mer-0+10+102,0.00004805,1,0.00001602,-76.42163690,1.945919e-12, 6.746 12.308 14.296 
3mer-0+37+119,-0.00015832,2,-0.00010555,-76.42174245,3.416590e-12, 5.514 12.481 14.296 
3mer-0+55+163,-0.00012287,1,-0.00004096,-76.42178341,6.279833e-13, 9.698 12.481 14.296 
3mer-0+10+147,-0.00008638,1,-0.00002879,-76.42181220,1.551897e-12, 6.746 13.272 14.296 
3mer-0+80+147,-0.00001628,1,-0.00000543,-76.42181763,3.114199e-13,11.522 13.272 14.296 
3mer-0+71+103,-0.00000341,1,-0.00000114,-76.42181876,2.432908e-13,12.288 13.512 14.296 
3mer-0+76+103,-0.00001181,1,-0.00000394,-76.42182270,2.432908e-13,12.288 13.512 14.296 
3mer-0+57+89,0.00000236,1,0.00000079,-76.42182191,2.920959e-13,11.562 13.512 14.296 
3mer-0+70+89,0.00000053,1,0.00000018,-76.42182174,2.920959e-13,11.562 13.512 14.296 
3mer-0+39+116,-0.00002127,1,-0.00000709,-76.42182883,5.012059e-13, 9.561 13.648 14.296 
3mer-0+47+149,-0.00000945,1,-0.00000315,-76.42183198,4.353114e-13,10.021 13.648 14.296 
3mer-0+9+113,0.00004385,1,0.00001462,-76.42181736,1.817457e-12, 6.194 13.713 14.296 
3mer-0+20+113,-0.00005619,1,-0.00001873,-76.42183609,1.406843e-12, 6.746 13.713 14.296 
