N-mer Name,Non-Additive MB Energy (kJ/mol),Num. Rep. (#), N-mer Contribution (kJ/mol),Partial Crys. Lattice Ener. (kJ/mol),Calculation Priority (Arb. Units),Minimum Monomer Separations (A)
3mer-0+27+84,0.00126890,6,0.00253781,-76.68523217,2.089705e-11, 7.489  7.992  8.989 
3mer-0+8+60,-0.00044870,6,-0.00089740,-76.68612956,3.269256e-11, 6.194  8.324  8.989 
3mer-0+14+44,0.00007850,6,0.00015700,-76.68597256,4.527070e-11, 5.382  8.595  8.989 
3mer-0+2+120,0.00036915,6,0.00073829,-76.68523427,3.660850e-10, 2.632  8.756  8.989 
3mer-0+16+32,0.00264467,6,0.00528933,-76.67994494,6.175625e-11, 4.716  8.843  8.989 
3mer-0+2+50,-0.00885213,4,-0.01180285,-76.69174778,1.489467e-09, 2.632  5.156  9.561 
3mer-0+5+39,-0.00035155,4,-0.00046874,-76.69221652,1.823941e-10, 4.956  5.514  9.561 
3mer-0+1+39,-0.00344807,4,-0.00459742,-76.69681395,9.554894e-10, 2.544  6.186  9.561 
3mer-0+6+97,0.00582310,4,0.00776413,-76.68904982,8.144564e-10, 2.680  6.194  9.561 
3mer-0+16+39,-0.00001680,4,-0.00002240,-76.68907222,8.393797e-11, 4.716  7.505  9.561 
3mer-0+8+48,-0.00021424,4,-0.00028565,-76.68935788,3.158841e-11, 6.194  7.916  9.561 
3mer-0+27+39,0.00104574,4,0.00139432,-76.68796356,1.736387e-11, 7.489  7.992  9.561 
3mer-0+10+39,-0.00011132,4,-0.00014843,-76.68811199,2.102771e-11, 6.746  8.324  9.561 
3mer-0+21+39,0.00194655,4,0.00259539,-76.68551660,4.587842e-11, 5.059  8.557  9.561 
3mer-0+15+39,0.00041115,4,0.00054820,-76.68496839,2.477325e-11, 6.186  8.595  9.561 
3mer-0+2+39,-0.00069024,4,-0.00092033,-76.68588872,3.041890e-10, 2.632  8.756  9.561 
3mer-0+6+67,0.39370680,3,0.39370680,-76.29218192,9.640090e-09, 2.680  2.680  9.698 
3mer-0+16+21,-0.01879516,6,-0.03759033,-76.32977225,2.626221e-10, 4.716  5.059  9.698 
3mer-0+1+28,-0.01319760,6,-0.02639520,-76.35616744,1.390509e-09, 2.544  5.382  9.698 
3mer-0+1+67,-0.01423861,6,-0.02847722,-76.38464466,9.157522e-10, 2.544  6.186  9.698 
3mer-0+8+20,0.00092864,6,0.00185728,-76.38278739,4.892607e-11, 6.194  6.746  9.698 
3mer-0+2+67,-0.00486531,6,-0.00973063,-76.39251801,4.659442e-10, 2.632  7.489  9.698 
3mer-0+2+31,-0.01059520,6,-0.02119041,-76.41370842,4.659442e-10, 2.632  7.489  9.698 
3mer-0+6+65,0.00160996,6,0.00321991,-76.41048851,3.738876e-10, 2.680  7.916  9.698 
3mer-0+12+40,0.00086773,6,0.00173546,-76.40875305,5.098562e-11, 5.156  7.992  9.698 
3mer-0+12+67,0.00227631,6,0.00455262,-76.40420044,5.098562e-11, 5.156  7.992  9.698 
3mer-0+45+60,-0.00047233,6,-0.00094465,-76.40514509,1.247050e-11, 7.916  8.324  9.698 
3mer-0+6+78,0.01427143,6,0.02854286,-76.37660223,3.215317e-10, 2.680  8.324  9.698 
3mer-0+22+26,0.00102027,6,0.00204054,-76.37456170,1.346914e-11, 7.505  8.557  9.698 
3mer-0+14+43,-0.00060807,6,-0.00121613,-76.37577783,3.605214e-11, 5.382  8.595  9.698 
3mer-0+15+53,0.00065585,6,0.00131170,-76.37446613,2.374297e-11, 6.186  8.595  9.698 
3mer-0+18+32,0.00103156,6,0.00206312,-76.37240301,1.226760e-11, 7.492  8.843  9.698 
3mer-0+2+36,0.00369670,4,0.00492894,-76.36747407,1.460006e-09, 2.632  4.956 10.013 
3mer-0+2+83,-0.00615181,4,-0.00820241,-76.37567648,1.460006e-09, 2.632  4.956 10.013 
3mer-0+8+51,-0.00131538,4,-0.00175383,-76.37743032,8.752433e-11, 5.382  6.194 10.013 
3mer-0+10+46,0.00100452,4,0.00133935,-76.37609096,6.775015e-11, 5.382  6.746 10.013 
3mer-0+8+36,0.00023761,4,0.00031681,-76.37577415,5.764119e-11, 6.186  6.194 10.013 
3mer-0+10+36,0.00138863,4,0.00185150,-76.37392265,4.461844e-11, 6.186  6.746 10.013 
3mer-0+1+33,0.00035497,4,0.00047329,-76.37344936,8.287015e-10, 2.544  6.194 10.013 
3mer-0+1+36,0.00398288,4,0.00531051,-76.36813885,8.287015e-10, 2.544  6.194 10.013 
3mer-0+1+101,-0.00005461,4,-0.00007281,-76.36821166,6.414748e-10, 2.544  6.746 10.013 
3mer-0+1+100,-0.00374475,4,-0.00499300,-76.37320466,6.414748e-10, 2.544  6.746 10.013 
3mer-0+22+33,-0.00013285,4,-0.00017713,-76.37338180,1.825478e-11, 7.489  7.505 10.013 
3mer-0+2+33,0.00087062,4,0.00116082,-76.37222097,4.226949e-10, 2.632  7.492 10.013 
3mer-0+12+33,-0.00035103,4,-0.00046804,-76.37268901,5.592752e-11, 5.156  7.505 10.013 
3mer-0+18+33,-0.00027358,4,-0.00036477,-76.37305378,1.509704e-11, 7.492  7.992 10.013 
3mer-0+26+36,0.00007509,4,0.00010012,-76.37295366,1.013343e-11, 7.992  8.557 10.013 
3mer-0+33+44,-0.00010738,4,-0.00014318,-76.37309684,6.648741e-12, 8.756  8.989 10.013 
3mer-0+2+122,0.00194077,4,0.00258769,-76.37050915,2.837210e-10, 2.632  8.557 10.013 
3mer-0+33+59,-0.00004752,3,-0.00004752,-76.37055667,5.524603e-12, 8.756  9.561 10.013 
3mer-0+12+130,-0.00022921,4,-0.00030561,-76.37086228,3.419083e-11, 5.156  8.843 10.013 
3mer-0+27+130,0.00065690,4,0.00087587,-76.36998641,1.115991e-11, 7.489  8.843 10.013 
3mer-0+12+152,0.00000656,4,0.00000875,-76.36997766,3.255567e-11, 5.156  8.989 10.013 
3mer-0+12+36,-0.00024470,3,-0.00024470,-76.37022236,2.705131e-11, 5.156  9.561 10.013 
3mer-0+16+33,-0.00014204,3,-0.00014204,-76.37036440,3.077653e-11, 4.716 10.013 10.013 
3mer-0+18+25,0.00013836,6,0.00027673,-76.37008767,5.936464e-11, 5.059  7.492 10.021 
3mer-0+1+47,-0.00169739,6,-0.00339477,-76.37348244,1.260102e-09, 2.544  5.382 10.021 
3mer-0+6+47,-0.01626471,6,-0.03252942,-76.40601186,7.073782e-10, 2.680  6.194 10.021 
3mer-0+2+47,-0.00178429,6,-0.00356858,-76.40958043,4.222460e-10, 2.632  7.489 10.021 
3mer-0+16+22,0.00016331,6,0.00032661,-76.40925382,7.290247e-11, 4.716  7.505 10.021 
3mer-0+8+47,0.00019744,6,0.00039488,-76.40885895,2.743542e-11, 6.194  7.916 10.021 
3mer-0+12+47,0.00021529,6,0.00043058,-76.40842836,4.620398e-11, 5.156  7.992 10.021 
3mer-0+10+85,-0.00017197,6,-0.00034394,-76.40877231,1.826316e-11, 6.746  8.324 10.021 
3mer-0+14+87,-0.00000630,6,-0.00001260,-76.40878491,3.267102e-11, 5.382  8.595 10.021 
3mer-0+5+47,0.00005330,6,0.00010660,-76.40867831,2.911721e-11, 4.956  9.698 10.021 
3mer-0+27+33,0.00050751,4,0.00067668,-76.40800163,7.668725e-12, 7.489 10.013 10.021 
3mer-0+1+38,0.00186542,4,0.00248722,-76.40551441,1.567789e-09, 2.544  4.956 10.117 
3mer-0+1+83,-0.00368620,4,-0.00491494,-76.41042935,1.567789e-09, 2.544  4.956 10.117 
3mer-0+8+50,-0.00061515,4,-0.00082021,-76.41124955,9.648744e-11, 5.156  6.194 10.117 
3mer-0+10+38,-0.00024470,4,-0.00032626,-76.41157581,7.468824e-11, 5.156  6.746 10.117 
3mer-0+2+34,0.00142932,4,0.00190576,-76.40967005,7.254742e-10, 2.632  6.194 10.117 
3mer-0+2+96,-0.00078476,4,-0.00104635,-76.41071640,7.254742e-10, 2.632  6.194 10.117 
3mer-0+2+38,-0.00385948,4,-0.00514598,-76.41586238,5.615694e-10, 2.632  6.746 10.117 
3mer-0+2+100,-0.00531375,4,-0.00708500,-76.42294738,5.615694e-10, 2.632  6.746 10.117 
3mer-0+8+34,-0.00051749,4,-0.00068998,-76.42363736,3.149356e-11, 6.194  7.489 10.117 
3mer-0+10+79,0.00009741,4,0.00012987,-76.42350748,2.437829e-11, 6.746  7.489 10.117 
3mer-0+15+34,-0.00038674,4,-0.00051565,-76.42402313,3.157147e-11, 6.186  7.492 10.117 
3mer-0+15+117,0.00030141,4,0.00040188,-76.42362126,3.157147e-11, 6.186  7.492 10.117 
3mer-0+1+34,0.00131590,4,0.00175453,-76.42186672,4.515540e-10, 2.544  7.505 10.117 
3mer-0+14+38,0.00097275,4,0.00129700,-76.42056973,3.217771e-11, 5.382  8.557 10.117 
3mer-0+14+122,0.00003754,4,0.00005006,-76.42051967,3.217771e-11, 5.382  8.557 10.117 
3mer-0+22+34,-0.00014887,4,-0.00019849,-76.42071815,1.170757e-11, 7.505  8.595 10.117 
3mer-0+32+38,0.00016121,4,0.00021494,-76.42050321,7.157329e-12, 8.595  8.843 10.117 
3mer-0+1+130,0.00455971,4,0.00607961,-76.41442361,2.760539e-10, 2.544  8.843 10.117 
3mer-0+15+38,-0.00042717,4,-0.00056956,-76.41499316,1.828292e-11, 6.186  8.989 10.117 
3mer-0+14+34,-0.00056527,3,-0.00056527,-76.41555843,2.306764e-11, 5.382  9.561 10.117 
3mer-0+7+33,0.00536101,3,0.00536101,-76.41019743,1.627199e-10, 2.680 10.013 10.117 
3mer-0+7+34,0.00035155,3,0.00035155,-76.40984587,1.627199e-10, 2.680 10.013 10.117 
3mer-0+6+36,-0.00299911,3,-0.00299911,-76.41284498,1.627199e-10, 2.680 10.013 10.117 
3mer-0+6+38,-0.00114498,3,-0.00114498,-76.41398996,1.627199e-10, 2.680 10.013 10.117 
3mer-0+15+165,0.00017512,4,0.00023349,-76.41375647,1.319444e-11, 6.186 10.021 10.117 
3mer-0+21+38,0.00046839,3,0.00046839,-76.41328808,2.343752e-11, 5.059 10.117 10.117 
3mer-0+14+25,0.00095962,6,0.00191924,-76.41136884,1.421311e-10, 5.059  5.382 10.429 
3mer-0+14+64,-0.00093100,6,-0.00186200,-76.41323084,1.421311e-10, 5.059  5.382 10.429 
3mer-0+8+17,0.00035050,6,0.00070101,-76.41252983,8.808438e-11, 5.156  6.194 10.429 
3mer-0+6+64,-0.00806869,6,-0.01613737,-76.42866720,1.087827e-09, 2.680  5.156 10.429 
3mer-0+1+64,0.00790065,6,0.01580131,-76.41286590,1.039675e-09, 2.544  5.514 10.429 
3mer-0+6+31,-0.00113500,6,-0.00227001,-76.41513590,3.550676e-10, 2.680  7.489 10.429 
3mer-0+10+27,0.00009137,6,0.00018273,-76.41495317,2.225519e-11, 6.746  7.489 10.429 
3mer-0+15+22,-0.00003518,6,-0.00007036,-76.41502353,2.867297e-11, 6.186  7.505 10.429 
3mer-0+27+65,0.00030692,6,0.00061384,-76.41440969,1.377118e-11, 7.489  7.916 10.429 
3mer-0+12+64,-0.00069287,6,-0.00138574,-76.41579543,4.219102e-11, 5.156  7.916 10.429 
3mer-0+2+107,-0.00258428,6,-0.00516856,-76.42096399,2.728060e-10, 2.632  8.324 10.429 
3mer-0+40+66,-0.00006301,6,-0.00012602,-76.42109001,9.743585e-12, 7.992  8.324 10.429 
3mer-0+40+78,-0.00036626,6,-0.00073251,-76.42182253,9.743585e-12, 7.992  8.324 10.429 
3mer-0+2+64,-0.00128229,6,-0.00256459,-76.42438711,2.728060e-10, 2.632  8.324 10.429 
3mer-0+18+53,0.00000971,6,0.00001943,-76.42436769,1.074349e-11, 7.492  8.595 10.429 
3mer-0+16+53,-0.00228786,6,-0.00457572,-76.42894341,4.307054e-11, 4.716  8.595 10.429 
3mer-0+18+43,0.00023472,6,0.00046944,-76.42847397,1.074349e-11, 7.492  8.595 10.429 
3mer-0+16+43,0.00044108,6,0.00088217,-76.42759180,4.307054e-11, 4.716  8.595 10.429 
3mer-0+6+120,0.00613054,6,0.01226108,-76.41533072,2.221635e-10, 2.680  8.756 10.429 
3mer-0+8+64,-0.00037833,6,-0.00075667,-76.41608738,1.798919e-11, 6.194  8.756 10.429 
3mer-0+15+138,0.00031716,6,0.00063432,-76.41545306,1.752898e-11, 6.186  8.843 10.429 
3mer-0+1+44,0.00091892,6,0.00183785,-76.41361521,2.399600e-10, 2.544  8.989 10.429 
3mer-0+34+39,-0.00012629,3,-0.00012629,-76.41374150,3.170166e-12, 9.561 10.117 10.429 
3mer-0+1+55,0.00839504,6,0.01679007,-76.39695143,1.910965e-10, 2.544  9.698 10.429 
3mer-0+1+134,0.00247611,6,0.00495222,-76.39199921,1.731747e-10, 2.544 10.021 10.429 
3mer-0+8+61,-0.00173309,4,-0.00231079,-76.39431000,1.148199e-10, 4.716  6.194 10.437 
3mer-0+8+19,-0.00186305,4,-0.00248407,-76.39679408,1.148199e-10, 4.716  6.194 10.437 
3mer-0+12+61,0.00066819,4,0.00089092,-76.39590316,1.339393e-10, 5.156  5.382 10.437 
3mer-0+2+51,0.00361899,4,0.00482532,-76.39107784,1.007069e-09, 2.632  5.382 10.437 
3mer-0+10+41,-0.00071939,4,-0.00095918,-76.39203702,5.562538e-11, 5.514  6.746 10.437 
3mer-0+2+54,0.00465842,4,0.00621123,-76.38582579,6.632286e-10, 2.632  6.186 10.437 
3mer-0+15+61,0.00075221,4,0.00100294,-76.38482285,2.879142e-11, 6.186  7.489 10.437 
3mer-0+6+117,0.00918479,4,0.01224638,-76.37257647,3.537067e-10, 2.680  7.492 10.437 
3mer-0+22+45,0.00013311,4,0.00017748,-76.37239898,1.364750e-11, 7.505  7.916 10.437 
3mer-0+5+48,0.00020111,4,0.00026815,-76.37213083,4.738392e-11, 4.956  7.916 10.437 
3mer-0+5+61,-0.00046393,4,-0.00061857,-76.37274940,4.738392e-11, 4.956  7.916 10.437 
3mer-0+22+54,-0.00010660,4,-0.00014213,-76.37289153,1.364750e-11, 7.505  7.916 10.437 
3mer-0+34+40,0.00027016,3,0.00027016,-76.37262136,5.414703e-12, 7.992 10.117 10.437 
3mer-0+1+61,-0.00198987,4,-0.00265315,-76.37527452,3.405597e-10, 2.544  7.992 10.437 
3mer-0+34+42,0.00001759,3,0.00001759,-76.37525693,5.414703e-12, 7.992 10.117 10.437 
3mer-0+1+54,-0.00316583,4,-0.00422110,-76.37947803,3.405597e-10, 2.544  7.992 10.437 
3mer-0+44+54,-0.00009557,4,-0.00012742,-76.37960545,6.831826e-12, 8.324  8.989 10.437 
3mer-0+6+54,0.00800725,4,0.01067633,-76.36892912,2.374147e-10, 2.680  8.557 10.437 
3mer-0+43+61,-0.00025336,4,-0.00033781,-76.36926694,6.715018e-12, 8.595  8.756 10.437 
3mer-0+1+112,-0.00426591,4,-0.00568788,-76.37495482,2.589942e-10, 2.544  8.756 10.437 
3mer-0+34+54,-0.00012812,3,-0.00012812,-76.37508294,4.117858e-12, 8.756 10.117 10.437 
3mer-0+6+39,0.00515569,3,0.00515569,-76.36992725,1.701985e-10, 2.680  9.561 10.437 
3mer-0+10+61,0.00052352,4,0.00069803,-76.36922922,1.022417e-11, 6.746  9.698 10.437 
3mer-0+14+33,-0.00014545,3,-0.00014545,-76.36937467,1.829012e-11, 5.382 10.013 10.437 
3mer-0+23+36,-0.00015280,3,-0.00015280,-76.36952747,1.204539e-11, 6.186 10.013 10.437 
3mer-0+7+61,0.00130960,4,0.00174613,-76.36778134,1.478222e-10, 2.680 10.021 10.437 
3mer-0+27+134,0.00008428,4,0.00011237,-76.36766897,6.008109e-12, 7.489 10.429 10.437 
3mer-0+8+25,-0.00173414,4,-0.00231219,-76.36998116,8.527142e-11, 5.059  6.194 10.744 
3mer-0+8+72,0.00061515,4,0.00082021,-76.36916095,8.527142e-11, 5.059  6.194 10.744 
3mer-0+1+58,0.00618489,4,0.00824652,-76.36091444,1.162594e-09, 2.544  5.156 10.744 
3mer-0+8+58,-0.00057656,4,-0.00076875,-76.36168318,6.587832e-11, 5.514  6.194 10.744 
3mer-0+12+58,-0.00060176,4,-0.00080235,-76.36248553,8.086546e-11, 5.156  6.186 10.744 
3mer-0+1+72,-0.00576954,4,-0.00769271,-76.37017825,3.794716e-10, 2.544  7.489 10.744 
3mer-0+14+58,0.00152253,4,0.00203004,-76.36814821,4.007836e-11, 5.382  7.489 10.744 
3mer-0+6+124,0.00740995,4,0.00987993,-76.35826828,3.225849e-10, 2.680  7.505 10.744 
3mer-0+6+58,-0.00621666,4,-0.00828888,-76.36655716,3.225849e-10, 2.680  7.505 10.744 
3mer-0+39+48,-0.00002757,3,-0.00002757,-76.36658473,6.051551e-12, 7.916  9.561 10.744 
3mer-0+5+72,-0.00009531,4,-0.00012707,-76.36671180,3.735638e-11, 4.956  8.324 10.744 
3mer-0+26+66,0.00003046,4,0.00004061,-76.36667119,7.259412e-12, 8.324  8.557 10.744 
3mer-0+5+58,-0.00010528,4,-0.00014038,-76.36681157,3.735638e-11, 4.956  8.324 10.744 
3mer-0+18+58,-0.00031060,4,-0.00041413,-76.36722570,1.081526e-11, 7.492  8.324 10.744 
3mer-0+2+87,-0.00122795,4,-0.00163726,-76.36886296,2.266400e-10, 2.632  8.595 10.744 
3mer-0+33+43,-0.00002022,3,-0.00002022,-76.36888318,4.116178e-12, 8.595 10.013 10.744 
3mer-0+33+72,0.00002415,3,0.00002415,-76.36885902,4.116178e-12, 8.595 10.013 10.744 
3mer-0+2+58,-0.00146870,4,-0.00195827,-76.37081729,2.266400e-10, 2.632  8.595 10.744 
3mer-0+15+112,0.00009636,4,0.00012847,-76.37068882,1.651489e-11, 6.186  8.756 10.744 
3mer-0+7+39,0.00392643,3,0.00392643,-76.36676239,1.560295e-10, 2.680  9.561 10.744 
3mer-0+8+55,-0.00001602,4,-0.00002135,-76.36678374,1.210870e-11, 6.194  9.698 10.744 
3mer-0+54+58,-0.00002363,3,-0.00002363,-76.36680737,2.530379e-12, 9.698 10.437 10.744 
3mer-0+6+72,0.00128177,4,0.00170903,-76.36509834,1.355160e-10, 2.680 10.021 10.744 
3mer-0+45+58,0.00013495,4,0.00017993,-76.36491841,5.255941e-12, 7.916 10.021 10.744 
3mer-0+12+34,-0.00031611,3,-0.00031611,-76.36523452,1.848458e-11, 5.156 10.117 10.744 
3mer-0+27+34,0.00017355,3,0.00017355,-76.36506097,6.033380e-12, 7.489 10.117 10.744 
3mer-0+2+72,-0.00224585,4,-0.00299447,-76.36805544,1.268788e-10, 2.632 10.429 10.744 
3mer-0+40+134,-0.00004148,4,-0.00005531,-76.36811075,4.531623e-12, 7.992 10.429 10.744 
3mer-0+33+58,-0.00000289,3,-0.00000289,-76.36811364,2.304340e-12,10.013 10.429 10.744 
3mer-0+37+58,-0.00046708,3,-0.00046708,-76.36858072,1.376672e-11, 5.514 10.437 10.744 
3mer-0+16+72,0.00031033,3,0.00031033,-76.36827039,2.016541e-11, 4.716 10.744 10.744 
3mer-0+10+52,-0.00109483,4,-0.00145978,-76.36973016,7.933305e-11, 4.716  6.746 10.840 
3mer-0+10+19,0.00244670,4,0.00326227,-76.36646789,7.933305e-11, 4.716  6.746 10.840 
3mer-0+2+46,-0.00784814,4,-0.01046419,-76.37693208,8.989067e-10, 2.632  5.382 10.840 
3mer-0+8+52,0.00036915,4,0.00049219,-76.37643989,6.414267e-11, 5.514  6.194 10.840 
3mer-0+2+86,-0.00893563,4,-0.01191417,-76.38835406,5.919959e-10, 2.632  6.186 10.840 
3mer-0+12+56,0.00069156,4,0.00092208,-76.38743198,7.873495e-11, 5.156  6.186 10.840 
3mer-0+14+86,0.00326665,4,0.00435553,-76.38307645,3.902244e-11, 5.382  7.489 10.840 
3mer-0+7+52,-0.00474848,4,-0.00633130,-76.38940776,3.157176e-10, 2.680  7.492 10.840 
3mer-0+5+45,-0.00024969,4,-0.00033291,-76.38974067,4.229475e-11, 4.956  7.916 10.840 
3mer-0+32+52,-0.00010843,4,-0.00014458,-76.38988525,7.447192e-12, 7.916  8.843 10.840 
3mer-0+5+69,0.00047417,4,0.00063222,-76.38925303,4.229475e-11, 4.956  7.916 10.840 
3mer-0+32+48,-0.00020426,4,-0.00027235,-76.38952538,7.447192e-12, 7.916  8.843 10.840 
3mer-0+1+84,0.00310728,4,0.00414304,-76.38538234,3.039826e-10, 2.544  7.992 10.840 
3mer-0+34+52,-0.00002862,3,-0.00002862,-76.38541096,4.833149e-12, 7.992 10.117 10.840 
3mer-0+1+91,0.00615522,4,0.00820696,-76.37720400,3.039826e-10, 2.544  7.992 10.840 
3mer-0+34+86,0.00020085,3,0.00020085,-76.37700315,4.833149e-12, 7.992 10.117 10.840 
3mer-0+39+52,0.00001523,3,0.00001523,-76.37698792,5.067036e-12, 8.324  9.561 10.840 
3mer-0+47+78,0.00002310,4,0.00003081,-76.37695711,4.400862e-12, 8.324 10.021 10.840 
3mer-0+6+26,0.00459883,4,0.00613177,-76.37082535,2.119157e-10, 2.680  8.557 10.840 
3mer-0+34+68,-0.00008060,3,-0.00008060,-76.37090595,3.675589e-12, 8.756 10.117 10.840 
3mer-0+1+52,-0.00155981,4,-0.00207975,-76.37298570,2.311775e-10, 2.544  8.756 10.840 
3mer-0+43+112,-0.00019376,4,-0.00025835,-76.37324404,5.993806e-12, 8.595  8.756 10.840 
3mer-0+6+152,0.00311621,4,0.00415494,-76.36908910,1.828309e-10, 2.680  8.989 10.840 
3mer-0+8+67,0.00054742,4,0.00072989,-76.36835921,1.178968e-11, 6.194  9.698 10.840 
3mer-0+15+36,0.00032346,3,0.00032346,-76.36803575,1.075168e-11, 6.186 10.013 10.840 
3mer-0+28+33,0.00038332,3,0.00038332,-76.36765243,1.632571e-11, 5.382 10.013 10.840 
3mer-0+12+52,-0.00026623,4,-0.00035497,-76.36800740,1.643018e-11, 5.156 10.429 10.840 
3mer-0+21+61,0.00015517,3,0.00015517,-76.36785223,1.734985e-11, 5.059 10.437 10.840 
3mer-0+21+54,-0.00045552,3,-0.00045552,-76.36830775,1.734985e-11, 5.059 10.437 10.840 
3mer-0+16+19,0.01342339,3,0.01342339,-76.35488436,2.286242e-10, 4.716  4.716 10.895 
3mer-0+14+105,0.00081390,6,0.00162781,-76.35325655,6.820794e-11, 5.382  6.186 10.895 
3mer-0+14+23,-0.00062566,6,-0.00125131,-76.35450787,6.820794e-11, 5.382  6.186 10.895 
3mer-0+6+105,-0.01631748,6,-0.03263496,-76.38714283,2.636740e-10, 2.680  7.916 10.895 
3mer-0+6+69,-0.01239472,6,-0.02478944,-76.41193227,2.636740e-10, 2.680  7.916 10.895 
3mer-0+2+105,-0.00245931,6,-0.00491861,-76.41685088,2.703493e-10, 2.632  7.992 10.895 
3mer-0+2+40,-0.00037098,6,-0.00074197,-76.41759285,2.703493e-10, 2.632  7.992 10.895 
3mer-0+18+26,0.00020295,6,0.00040590,-76.41718694,9.548090e-12, 7.492  8.557 10.895 
3mer-0+27+105,0.00069549,6,0.00139099,-76.41579595,8.925278e-12, 7.489  8.756 10.895 
3mer-0+27+59,0.00074039,6,0.00148078,-76.41431517,8.925278e-12, 7.489  8.756 10.895 
3mer-0+37+67,0.00052773,6,0.00105545,-76.41325972,1.645986e-11, 5.514  9.698 10.895 
3mer-0+39+47,0.00005277,4,0.00007036,-76.41318936,2.860624e-12, 9.561 10.021 10.895 
3mer-0+8+54,0.00034368,4,0.00045824,-76.41273112,9.314788e-12, 6.194 10.437 10.895 
3mer-0+8+98,0.00036311,4,0.00048414,-76.41224698,9.314788e-12, 6.194 10.437 10.895 
3mer-0+10+86,0.00033869,4,0.00045159,-76.41179539,6.435910e-12, 6.746 10.840 10.895 
3mer-0+10+98,-0.00006275,4,-0.00008367,-76.41187906,6.435910e-12, 6.746 10.840 10.895 
3mer-0+15+21,0.00379332,5,0.00632220,-76.40555686,7.941391e-11, 5.059  6.186 11.016 
3mer-0+15+77,0.00334882,5,0.00558137,-76.39997548,7.941391e-11, 5.059  6.186 11.016 
3mer-0+6+118,-0.01856307,5,-0.03093845,-76.43091393,9.229185e-10, 2.680  5.156 11.016 
3mer-0+10+77,0.00079054,5,0.00131756,-76.42959637,5.784738e-11, 5.156  6.746 11.016 
3mer-0+1+41,0.00178455,5,0.00297425,-76.42662211,8.820655e-10, 2.544  5.514 11.016 
3mer-0+6+79,-0.02054926,5,-0.03424877,-76.46087088,3.012412e-10, 2.680  7.489 11.016 
3mer-0+8+90,0.00152620,5,0.00254367,-76.45832721,2.439233e-11, 6.194  7.489 11.016 
3mer-0+14+118,0.00076323,5,0.00127205,-76.45705516,3.693787e-11, 5.382  7.505 11.016 
3mer-0+12+48,-0.00021529,5,-0.00035882,-76.45741397,3.579508e-11, 5.156  7.916 11.016 
3mer-0+27+90,-0.00061358,5,-0.00102263,-76.45843661,1.168354e-11, 7.489  7.916 11.016 
3mer-0+2+78,0.00210749,5,0.00351248,-76.45492413,2.314500e-10, 2.632  8.324 11.016 
3mer-0+40+90,-0.00050226,5,-0.00083710,-76.45576122,8.266508e-12, 7.992  8.324 11.016 
3mer-0+2+66,0.00229757,5,0.00382929,-76.45193193,2.314500e-10, 2.632  8.324 11.016 
3mer-0+40+77,-0.00004988,5,-0.00008314,-76.45201507,8.266508e-12, 7.992  8.324 11.016 
3mer-0+16+90,-0.00243331,5,-0.00405552,-76.45607059,3.654127e-11, 4.716  8.595 11.016 
3mer-0+26+53,-0.00033081,5,-0.00055135,-76.45662195,6.118050e-12, 8.557  8.595 11.016 
3mer-0+26+43,0.00003728,5,0.00006214,-76.45655981,6.118050e-12, 8.557  8.595 11.016 
3mer-0+16+77,0.00115023,5,0.00191705,-76.45464276,3.654127e-11, 4.716  8.595 11.016 
3mer-0+10+59,0.00010397,5,0.00017328,-76.45446948,1.181399e-11, 6.746  8.756 11.016 
3mer-0+6+68,0.00232829,5,0.00388049,-76.45058899,1.884847e-10, 2.680  8.756 11.016 
3mer-0+14+32,0.00136132,5,0.00226887,-76.44832012,2.258166e-11, 5.382  8.843 11.016 
3mer-0+34+77,0.00004726,3,0.00004726,-76.44827286,3.236858e-12, 8.989 10.117 11.016 
3mer-0+1+118,0.00073304,4,0.00097739,-76.44729547,1.691624e-10, 2.544  9.561 11.016 
3mer-0+1+90,-0.00012314,5,-0.00020523,-76.44750070,1.621272e-10, 2.544  9.698 11.016 
3mer-0+34+47,0.00011894,4,0.00015858,-76.44734212,2.335980e-12,10.021 10.117 11.016 
3mer-0+5+64,-0.00015595,5,-0.00025992,-76.44760204,1.762498e-11, 4.956 10.429 11.016 
3mer-0+5+90,0.00038437,5,0.00064062,-76.44696142,1.762498e-11, 4.956 10.429 11.016 
3mer-0+12+118,-0.00020951,4,-0.00027935,-76.44724078,1.561673e-11, 5.156 10.437 11.016 
3mer-0+2+118,-0.00092391,4,-0.00123188,-76.44847266,1.076446e-10, 2.632 10.744 11.016 
3mer-0+33+90,0.00005855,3,0.00005855,-76.44841411,1.955014e-12,10.013 10.744 11.016 
3mer-0+40+72,-0.00003151,4,-0.00004201,-76.44845612,3.844653e-12, 7.992 10.744 11.016 
3mer-0+27+86,-0.00028093,3,-0.00028093,-76.44873705,4.549845e-12, 7.489 10.840 11.016 
3mer-0+64+90,-0.00000184,5,-0.00000306,-76.44874011,1.659556e-12,10.429 10.895 11.016 
3mer-0+64+105,-0.00012839,5,-0.00021398,-76.44895409,1.659556e-12,10.429 10.895 11.016 
3mer-0+14+95,0.00122480,6,0.00244959,-76.44650450,1.435706e-10, 4.716  5.382 11.150 
3mer-0+14+16,-0.00416142,6,-0.00832283,-76.45482733,1.435706e-10, 4.716  5.382 11.150 
3mer-0+14+37,0.00091656,6,0.00183312,-76.45299421,8.985451e-11, 5.382  5.514 11.150 
